date,product_id,location_id,platform_id,units_sold,revenue,units_returned,return_rate,discount,year,month,year_month
2020-01-13,27,2,1,133,7228.55,1,0.007518796992481203,0.16,2020,1,2020-01
2020-01-13,28,3,2,141,4657.23,2,0.014184397163120567,0.21,2020,1,2020-01
2020-01-13,29,3,3,161,3038.07,5,0.031055900621118012,0.14,2020,1,2020-01
2020-01-13,30,3,1,174,3173.76,2,0.011494252873563218,0.03,2020,1,2020-01
2020-01-13,31,3,2,163,5752.27,2,0.012269938650306749,0.21,2020,1,2020-01
2020-01-13,32,3,2,151,5348.42,2,0.013245033112582781,0.07,2020,1,2020-01
2020-01-20,33,3,1,157,6564.17,0,0.0,0.19,2020,1,2020-01
2020-01-20,34,2,1,149,3327.17,5,0.03355704697986577,0.18,2020,1,2020-01
2020-01-20,35,3,1,131,6550.0,1,0.007633587786259542,0.05,2020,1,2020-01
2020-01-20,36,3,1,159,3084.6,2,0.012578616352201259,0.09,2020,1,2020-01
2020-01-20,37,3,3,152,7303.6,2,0.013157894736842105,0.01,2020,1,2020-01
2020-01-20,38,2,2,145,2528.8,3,0.020689655172413793,0.08,2020,1,2020-01
2020-01-20,39,2,3,148,8037.88,1,0.006756756756756757,0.15,2020,1,2020-01
2020-01-20,40,3,3,147,1493.52,1,0.006802721088435374,0.15,2020,1,2020-01
2020-01-20,41,2,1,161,6345.01,2,0.012422360248447204,0.12,2020,1,2020-01
2020-01-20,42,1,2,126,4796.82,1,0.007936507936507936,0.14,2020,1,2020-01
2020-01-20,43,1,3,156,3664.44,1,0.00641025641025641,0.21,2020,1,2020-01
2020-01-20,44,1,3,128,3418.88,2,0.015625,0.2,2020,1,2020-01
2020-01-20,45,1,2,161,5153.61,1,0.006211180124223602,0.04,2020,1,2020-01
2020-01-20,46,2,1,148,3112.44,2,0.013513513513513514,0.15,2020,1,2020-01
2020-01-20,47,2,3,155,6480.55,0,0.0,0.2,2020,1,2020-01
2020-01-20,48,3,2,147,4290.93,2,0.013605442176870748,0.14,2020,1,2020-01
2020-01-27,49,2,2,137,3662.01,0,0.0,0.01,2020,1,2020-01
2020-01-27,50,2,3,163,5851.7,4,0.024539877300613498,0.07,2020,1,2020-01
2020-01-27,51,1,3,141,7563.24,0,0.0,0.21,2020,1,2020-01
2020-01-27,52,2,3,162,5532.3,0,0.0,0.03,2020,1,2020-01
2020-01-27,53,3,3,158,5030.72,2,0.012658227848101266,0.18,2020,1,2020-01
2020-01-27,54,3,3,136,2280.72,2,0.014705882352941176,0.19,2020,1,2020-01
2020-01-27,55,3,1,180,2313.0,1,0.005555555555555556,0.07,2020,1,2020-01
2020-01-27,56,2,3,140,6715.8,2,0.014285714285714285,0.11,2020,1,2020-01
2020-01-27,57,1,1,126,1471.68,3,0.023809523809523808,0.02,2020,1,2020-01
2020-01-27,58,3,2,135,4124.25,3,0.022222222222222223,0.09,2020,1,2020-01
2020-01-27,59,1,2,174,5383.56,2,0.011494252873563218,0.07,2020,1,2020-01
2020-01-27,60,2,3,156,5970.12,4,0.02564102564102564,0.12,2020,1,2020-01
2020-01-27,61,2,1,154,2417.8,1,0.006493506493506494,0.04,2020,1,2020-01
2020-01-27,62,2,3,141,5366.46,0,0.0,0.13,2020,1,2020-01
2020-01-27,63,3,3,165,2207.7,2,0.012121212121212121,0.18,2020,1,2020-01
2020-01-27,64,1,2,129,4415.67,3,0.023255813953488372,0.04,2020,1,2020-01
2020-02-03,65,1,3,165,5463.15,2,0.012121212121212121,0.1,2020,2,2020-02
2020-02-03,66,2,2,152,5415.76,1,0.006578947368421052,0.2,2020,2,2020-02
2020-02-03,67,2,2,138,2517.12,2,0.014492753623188406,0.08,2020,2,2020-02
2020-02-03,68,2,2,151,8137.39,3,0.019867549668874173,0.22,2020,2,2020-02
2020-02-03,69,2,2,140,8295.0,0,0.0,0.19,2020,2,2020-02
2020-02-03,70,3,3,126,6987.96,1,0.007936507936507936,0.13,2020,2,2020-02
2020-02-03,71,1,2,132,6746.52,2,0.015151515151515152,0.1,2020,2,2020-02
2020-02-03,72,1,2,184,6655.28,3,0.016304347826086956,0.07,2020,2,2020-02
2020-02-03,73,2,2,153,7634.7,3,0.0196078431372549,0.1,2020,2,2020-02
2020-02-03,74,1,2,151,6763.29,1,0.006622516556291391,0.2,2020,2,2020-02
2020-02-03,75,2,2,135,2593.35,2,0.014814814814814815,0.22,2020,2,2020-02
2020-02-03,76,1,3,135,5502.6,3,0.022222222222222223,0.02,2020,2,2020-02
2020-02-03,77,2,2,162,9454.32,5,0.030864197530864196,0.1,2020,2,2020-02
2020-02-03,78,2,3,156,2854.8,1,0.00641025641025641,0.22,2020,2,2020-02
2020-02-03,79,3,2,136,5166.64,2,0.014705882352941176,0.13,2020,2,2020-02
2020-02-03,80,1,3,168,7823.76,3,0.017857142857142856,0.05,2020,2,2020-02
2020-02-10,81,2,3,163,7418.13,1,0.006134969325153374,0.08,2020,2,2020-02
2020-02-10,82,2,2,163,4546.07,3,0.018404907975460124,0.12,2020,2,2020-02
2020-02-10,83,1,2,144,6566.4,0,0.0,0.21,2020,2,2020-02
2020-02-10,84,2,1,140,3836.0,2,0.014285714285714285,0.11,2020,2,2020-02
2020-02-10,85,3,3,155,4281.1,1,0.0064516129032258064,0.21,2020,2,2020-02
2020-02-10,86,2,2,134,3518.84,0,0.0,0.17,2020,2,2020-02
2020-02-10,87,1,3,137,2926.32,1,0.0072992700729927005,0.21,2020,2,2020-02
2020-02-10,88,2,2,155,5522.65,1,0.0064516129032258064,0.08,2020,2,2020-02
2020-02-10,89,2,1,155,8301.8,2,0.012903225806451613,0.19,2020,2,2020-02
2020-02-10,90,2,3,156,8636.16,2,0.01282051282051282,0.17,2020,2,2020-02
2020-02-10,91,3,3,132,4358.64,1,0.007575757575757576,0.22,2020,2,2020-02
2020-02-10,92,1,2,146,2268.84,0,0.0,0.11,2020,2,2020-02
2020-02-10,93,2,3,142,3494.62,2,0.014084507042253521,0.23,2020,2,2020-02
2020-02-10,94,2,1,162,9418.68,1,0.006172839506172839,0.18,2020,2,2020-02
2020-02-10,95,3,1,163,8743.32,2,0.012269938650306749,0.03,2020,2,2020-02
2020-02-10,96,3,2,151,3335.59,1,0.006622516556291391,0.0,2020,2,2020-02
2020-02-17,97,1,3,143,3554.98,2,0.013986013986013986,0.07,2020,2,2020-02
2020-02-17,98,1,3,165,6543.9,0,0.0,0.22,2020,2,2020-02
2020-02-17,99,1,1,129,6415.17,1,0.007751937984496124,0.01,2020,2,2020-02
2020-02-17,100,3,2,151,7787.07,0,0.0,0.15,2020,2,2020-02
2020-02-17,101,3,1,131,5693.26,3,0.022900763358778626,0.21,2020,2,2020-02
2020-02-17,102,2,2,152,4791.04,1,0.006578947368421052,0.08,2020,2,2020-02
2020-02-17,103,2,2,160,8740.8,2,0.0125,0.11,2020,2,2020-02
2020-02-17,104,3,3,155,6995.15,1,0.0064516129032258064,0.06,2020,2,2020-02
2020-02-17,105,1,1,132,4538.16,3,0.022727272727272728,0.16,2020,2,2020-02
2020-02-17,106,3,2,154,5437.74,0,0.0,0.16,2020,2,2020-02
2020-02-17,107,3,3,141,4740.42,0,0.0,0.01,2020,2,2020-02
2020-02-17,108,3,3,144,2851.2,1,0.006944444444444444,0.15,2020,2,2020-02
2020-02-17,109,3,1,139,1428.92,0,0.0,0.0,2020,2,2020-02
2020-02-17,110,1,2,117,3151.98,1,0.008547008547008548,0.2,2020,2,2020-02
2020-02-17,111,2,2,150,8488.5,0,0.0,0.1,2020,2,2020-02
2020-02-17,112,1,2,154,4198.04,3,0.01948051948051948,0.13,2020,2,2020-02
2020-02-24,113,2,1,150,8946.0,1,0.006666666666666667,0.03,2020,2,2020-02
2020-02-24,114,2,3,146,4460.3,2,0.0136986301369863,0.23,2020,2,2020-02
2020-02-24,115,3,2,154,7883.26,3,0.01948051948051948,0.24,2020,2,2020-02
2020-02-24,116,3,1,123,1596.54,2,0.016260162601626018,0.15,2020,2,2020-02
2020-02-24,117,1,2,133,4363.73,0,0.0,0.09,2020,2,2020-02
2020-02-24,118,2,2,147,1991.85,1,0.006802721088435374,0.02,2020,2,2020-02
2020-02-24,119,2,2,175,7687.75,2,0.011428571428571429,0.09,2020,2,2020-02
2020-02-24,120,2,3,170,9125.6,0,0.0,0.18,2020,2,2020-02
2020-02-24,121,1,3,169,6202.3,0,0.0,0.04,2020,2,2020-02
2020-02-24,122,2,3,147,5042.1,0,0.0,0.14,2020,2,2020-02
2020-02-24,123,2,3,133,3612.28,2,0.015037593984962405,0.18,2020,2,2020-02
2020-02-24,124,1,3,164,5166.0,1,0.006097560975609756,0.17,2020,2,2020-02
2020-02-24,125,3,3,143,4621.76,2,0.013986013986013986,0.2,2020,2,2020-02
2020-02-24,126,2,3,147,5749.17,2,0.013605442176870748,0.09,2020,2,2020-02
2020-02-24,127,2,2,158,4539.34,1,0.006329113924050633,0.04,2020,2,2020-02
2020-02-24,128,1,2,135,3684.15,0,0.0,0.04,2020,2,2020-02
2020-03-02,129,1,2,155,4189.65,1,0.0064516129032258064,0.02,2020,3,2020-03
2020-03-02,130,1,3,143,5761.47,0,0.0,0.09,2020,3,2020-03
2020-03-02,131,1,3,157,5381.96,1,0.006369426751592357,0.01,2020,3,2020-03
2020-03-02,132,2,3,184,2198.8,1,0.005434782608695652,0.01,2020,3,2020-03
2020-03-02,133,3,1,136,6502.16,1,0.007352941176470588,0.11,2020,3,2020-03
2020-03-02,134,1,2,169,9768.2,3,0.01775147928994083,0.08,2020,3,2020-03
2020-03-02,135,1,3,154,9116.8,4,0.025974025974025976,0.07,2020,3,2020-03
2020-03-02,136,2,2,146,3944.92,0,0.0,0.14,2020,3,2020-03
2020-03-02,137,2,2,152,7311.2,1,0.006578947368421052,0.21,2020,3,2020-03
2020-03-02,138,3,2,143,2821.39,1,0.006993006993006993,0.01,2020,3,2020-03
2020-03-02,139,3,2,152,5931.04,1,0.006578947368421052,0.03,2020,3,2020-03
2020-03-02,140,1,2,154,4633.86,3,0.01948051948051948,0.25,2020,3,2020-03
2020-03-02,141,2,2,154,6318.62,1,0.006493506493506494,0.05,2020,3,2020-03
2020-03-02,142,3,1,151,8788.2,2,0.013245033112582781,0.23,2020,3,2020-03
2020-03-02,143,2,2,151,2496.03,0,0.0,0.2,2020,3,2020-03
2020-03-02,144,3,2,161,8669.85,0,0.0,0.24,2020,3,2020-03
2020-03-09,145,3,1,149,5091.33,2,0.013422818791946308,0.22,2020,3,2020-03
2020-03-09,146,1,3,145,2923.2,1,0.006896551724137931,0.19,2020,3,2020-03
2020-03-09,147,2,1,150,5829.0,4,0.02666666666666667,0.22,2020,3,2020-03
2020-03-09,148,2,1,147,7089.81,4,0.027210884353741496,0.14,2020,3,2020-03
2020-03-09,149,1,2,138,7272.6,3,0.021739130434782608,0.11,2020,3,2020-03
2020-03-09,150,1,2,168,9100.56,2,0.011904761904761904,0.11,2020,3,2020-03
2020-03-09,151,3,2,154,1687.84,2,0.012987012987012988,0.12,2020,3,2020-03
2020-03-09,152,3,3,158,2641.76,1,0.006329113924050633,0.07,2020,3,2020-03
2020-03-09,153,2,2,162,3327.48,0,0.0,0.24,2020,3,2020-03
2020-03-09,154,2,3,163,1747.36,3,0.018404907975460124,0.18,2020,3,2020-03
2020-03-09,155,1,3,159,7579.53,2,0.012578616352201259,0.19,2020,3,2020-03
2020-03-09,156,2,1,160,6508.8,1,0.00625,0.02,2020,3,2020-03
2020-03-09,157,3,1,128,3886.08,1,0.0078125,0.02,2020,3,2020-03
2020-03-09,158,3,2,132,7574.16,3,0.022727272727272728,0.02,2020,3,2020-03
2020-03-09,159,1,3,151,2089.84,2,0.013245033112582781,0.13,2020,3,2020-03
2020-03-09,160,1,2,158,2156.7,1,0.006329113924050633,0.1,2020,3,2020-03
2020-03-16,161,1,3,140,7023.8,1,0.007142857142857143,0.23,2020,3,2020-03
2020-03-16,162,1,1,169,5715.58,2,0.011834319526627219,0.06,2020,3,2020-03
2020-03-16,163,1,2,145,2341.75,1,0.006896551724137931,0.22,2020,3,2020-03
2020-03-16,164,2,2,148,6103.52,2,0.013513513513513514,0.02,2020,3,2020-03
2020-03-16,165,3,1,140,7158.2,1,0.007142857142857143,0.2,2020,3,2020-03
2020-03-16,166,2,2,151,7364.27,1,0.006622516556291391,0.07,2020,3,2020-03
2020-03-16,167,1,2,142,5890.16,2,0.014084507042253521,0.01,2020,3,2020-03
2020-03-16,168,3,2,143,5085.08,1,0.006993006993006993,0.01,2020,3,2020-03
2020-03-16,169,1,3,158,8211.26,1,0.006329113924050633,0.0,2020,3,2020-03
2020-03-16,170,1,3,159,2399.31,1,0.006289308176100629,0.09,2020,3,2020-03
2020-03-16,171,1,3,164,8109.8,1,0.006097560975609756,0.22,2020,3,2020-03
2020-03-16,172,1,2,170,9894.0,2,0.011764705882352941,0.02,2020,3,2020-03
2020-03-16,173,2,3,150,6246.0,0,0.0,0.18,2020,3,2020-03
2020-03-16,174,2,1,136,5891.52,2,0.014705882352941176,0.24,2020,3,2020-03
2020-03-16,175,2,3,178,4432.2,3,0.016853932584269662,0.03,2020,3,2020-03
2020-03-16,176,3,2,155,4340.0,1,0.0064516129032258064,0.24,2020,3,2020-03
2020-03-23,177,2,1,148,3025.12,1,0.006756756756756757,0.09,2020,3,2020-03
2020-03-23,178,1,2,147,7720.44,2,0.013605442176870748,0.05,2020,3,2020-03
2020-03-23,179,1,3,149,3097.71,2,0.013422818791946308,0.17,2020,3,2020-03
2020-03-23,180,1,2,142,6046.36,1,0.007042253521126761,0.18,2020,3,2020-03
2020-03-23,181,1,1,155,7077.3,3,0.01935483870967742,0.05,2020,3,2020-03
2020-03-23,182,2,1,142,1831.8,1,0.007042253521126761,0.03,2020,3,2020-03
2020-03-23,183,2,3,141,1512.93,1,0.0070921985815602835,0.09,2020,3,2020-03
2020-03-23,184,2,2,147,4440.87,2,0.013605442176870748,0.13,2020,3,2020-03
2020-03-23,185,1,2,156,7597.2,1,0.00641025641025641,0.19,2020,3,2020-03
2020-03-23,186,2,3,162,3771.36,1,0.006172839506172839,0.0,2020,3,2020-03
2020-03-23,187,3,2,160,4384.0,0,0.0,0.09,2020,3,2020-03
2020-03-23,188,1,3,143,8395.53,0,0.0,0.21,2020,3,2020-03
2020-03-23,189,3,2,168,8235.36,1,0.005952380952380952,0.11,2020,3,2020-03
2020-03-23,190,1,2,143,3061.63,1,0.006993006993006993,0.06,2020,3,2020-03
2020-03-23,191,3,2,159,2049.51,4,0.025157232704402517,0.24,2020,3,2020-03
2020-03-23,192,2,2,151,2080.78,1,0.006622516556291391,0.09,2020,3,2020-03
2020-03-30,193,1,3,138,5674.56,1,0.007246376811594203,0.2,2020,3,2020-03
2020-03-30,194,1,2,135,5643.0,2,0.014814814814814815,0.1,2020,3,2020-03
2020-03-30,195,3,2,141,7877.67,1,0.0070921985815602835,0.07,2020,3,2020-03
2020-03-30,196,2,2,168,2202.48,0,0.0,0.04,2020,3,2020-03
2020-03-30,197,3,2,155,2590.05,1,0.0064516129032258064,0.24,2020,3,2020-03
2020-03-30,198,2,1,140,6157.2,1,0.007142857142857143,0.02,2020,3,2020-03
2020-03-30,199,3,2,162,6047.46,0,0.0,0.11,2020,3,2020-03
2020-03-30,200,3,2,136,2782.56,2,0.014705882352941176,0.01,2020,3,2020-03
2020-03-30,201,1,3,165,9574.95,4,0.024242424242424242,0.05,2020,3,2020-03
2020-03-30,202,2,3,141,5594.88,2,0.014184397163120567,0.02,2020,3,2020-03
2020-03-30,203,3,1,160,5416.0,1,0.00625,0.18,2020,3,2020-03
2020-03-30,204,2,3,155,2810.15,2,0.012903225806451613,0.14,2020,3,2020-03
2020-03-30,205,2,2,150,1567.5,3,0.02,0.09,2020,3,2020-03
2020-03-30,206,3,3,140,2954.0,3,0.02142857142857143,0.08,2020,3,2020-03
2020-03-30,207,2,3,158,4967.52,1,0.006329113924050633,0.01,2020,3,2020-03
2020-03-30,208,3,2,156,3812.64,3,0.019230769230769232,0.1,2020,3,2020-03
2020-04-06,209,2,3,160,4739.2,3,0.01875,0.19,2020,4,2020-04
2020-04-06,210,2,1,178,4959.08,1,0.0056179775280898875,0.2,2020,4,2020-04
2020-04-06,211,3,2,152,6510.16,0,0.0,0.06,2020,4,2020-04
2020-04-06,212,3,2,171,6036.3,0,0.0,0.06,2020,4,2020-04
2020-04-06,213,2,1,116,6187.44,3,0.02586206896551724,0.07,2020,4,2020-04
2020-04-06,214,3,1,153,5967.0,2,0.013071895424836602,0.13,2020,4,2020-04
2020-04-06,215,3,1,142,7767.4,3,0.02112676056338028,0.24,2020,4,2020-04
2020-04-06,216,1,2,147,4971.54,0,0.0,0.12,2020,4,2020-04
2020-04-06,217,1,3,153,4066.74,0,0.0,0.21,2020,4,2020-04
2020-04-06,218,1,3,127,7244.08,1,0.007874015748031496,0.13,2020,4,2020-04
2020-04-06,219,1,2,162,4310.82,2,0.012345679012345678,0.17,2020,4,2020-04
2020-04-06,220,3,3,156,8391.24,1,0.00641025641025641,0.13,2020,4,2020-04
2020-04-06,221,2,2,147,2409.33,0,0.0,0.19,2020,4,2020-04
2020-04-06,222,2,1,147,1871.31,0,0.0,0.24,2020,4,2020-04
2020-04-06,223,3,2,143,3077.36,2,0.013986013986013986,0.0,2020,4,2020-04
2020-04-06,224,2,3,185,7982.75,3,0.016216216216216217,0.19,2020,4,2020-04
2020-04-13,225,1,1,147,3860.22,2,0.013605442176870748,0.18,2020,4,2020-04
2020-04-13,226,3,1,137,7548.7,4,0.029197080291970802,0.2,2020,4,2020-04
2020-04-13,227,3,3,160,6324.8,0,0.0,0.17,2020,4,2020-04
2020-04-13,228,3,2,151,2773.87,2,0.013245033112582781,0.2,2020,4,2020-04
2020-04-13,229,3,2,178,4142.06,1,0.0056179775280898875,0.15,2020,4,2020-04
2020-04-13,230,1,3,158,2390.54,1,0.006329113924050633,0.13,2020,4,2020-04
2020-04-13,231,2,1,145,7450.1,2,0.013793103448275862,0.17,2020,4,2020-04
2020-04-13,232,1,2,149,6664.77,3,0.020134228187919462,0.18,2020,4,2020-04
2020-04-13,233,3,2,142,2805.92,1,0.007042253521126761,0.09,2020,4,2020-04
2020-04-13,234,2,3,157,5981.7,1,0.006369426751592357,0.24,2020,4,2020-04
2020-04-13,235,1,3,146,7199.26,1,0.00684931506849315,0.18,2020,4,2020-04
2020-04-13,236,1,1,140,7120.4,4,0.02857142857142857,0.14,2020,4,2020-04
2020-04-13,237,2,2,123,5648.16,0,0.0,0.22,2020,4,2020-04
2020-04-13,238,3,2,162,4832.46,3,0.018518518518518517,0.03,2020,4,2020-04
2020-04-13,239,1,1,136,3332.0,2,0.014705882352941176,0.22,2020,4,2020-04
2020-04-13,240,3,1,162,6680.88,3,0.018518518518518517,0.14,2020,4,2020-04
2020-04-20,241,3,1,169,7385.3,2,0.011834319526627219,0.01,2020,4,2020-04
2020-04-20,242,1,3,142,3926.3,1,0.007042253521126761,0.16,2020,4,2020-04
2020-04-20,243,2,3,159,2133.78,1,0.006289308176100629,0.2,2020,4,2020-04
2020-04-20,244,3,2,148,3939.76,1,0.006756756756756757,0.01,2020,4,2020-04
2020-04-20,245,3,1,176,7668.32,1,0.005681818181818182,0.16,2020,4,2020-04
2020-04-20,246,3,3,147,2215.29,1,0.006802721088435374,0.07,2020,4,2020-04
2020-04-20,247,1,1,148,1980.24,0,0.0,0.13,2020,4,2020-04
2020-04-20,248,3,3,188,5673.84,2,0.010638297872340425,0.18,2020,4,2020-04
2020-04-20,249,3,3,147,4392.36,0,0.0,0.07,2020,4,2020-04
2020-04-20,250,3,2,149,3631.13,4,0.026845637583892617,0.16,2020,4,2020-04
2020-04-20,251,1,2,154,2122.12,1,0.006493506493506494,0.24,2020,4,2020-04
2020-04-20,252,3,2,130,5353.4,0,0.0,0.16,2020,4,2020-04
2020-04-20,253,2,2,141,6391.53,1,0.0070921985815602835,0.15,2020,4,2020-04
2020-04-20,254,2,2,141,7515.3,0,0.0,0.24,2020,4,2020-04
2020-04-20,255,3,3,159,3200.67,2,0.012578616352201259,0.15,2020,4,2020-04
2020-04-20,256,2,2,157,1690.89,1,0.006369426751592357,0.15,2020,4,2020-04
2020-04-27,257,3,2,148,4432.6,0,0.0,0.21,2020,4,2020-04
2020-04-27,258,3,3,131,4150.08,2,0.015267175572519083,0.02,2020,4,2020-04
2020-04-27,259,1,3,170,3899.8,2,0.011764705882352941,0.11,2020,4,2020-04
2020-04-27,260,3,1,154,3403.4,0,0.0,0.18,2020,4,2020-04
2020-04-27,261,2,1,138,6477.72,0,0.0,0.0,2020,4,2020-04
2020-04-27,262,3,1,139,3110.82,1,0.007194244604316547,0.02,2020,4,2020-04
2020-04-27,263,1,2,159,6938.76,4,0.025157232704402517,0.02,2020,4,2020-04
2020-04-27,264,3,3,164,8388.6,2,0.012195121951219513,0.23,2020,4,2020-04
2020-04-27,265,2,3,138,6505.32,1,0.007246376811594203,0.18,2020,4,2020-04
2020-04-27,266,1,1,127,7117.08,1,0.007874015748031496,0.15,2020,4,2020-04
2020-04-27,267,2,1,141,7722.57,2,0.014184397163120567,0.17,2020,4,2020-04
2020-04-27,268,1,1,148,3318.16,1,0.006756756756756757,0.18,2020,4,2020-04
2020-04-27,269,2,1,148,8407.88,3,0.02027027027027027,0.02,2020,4,2020-04
2020-04-27,270,1,3,142,1576.2,1,0.007042253521126761,0.08,2020,4,2020-04
2020-04-27,271,1,1,124,6988.64,2,0.016129032258064516,0.03,2020,4,2020-04
2020-04-27,272,1,3,147,3382.47,0,0.0,0.04,2020,4,2020-04
2020-05-04,273,1,3,127,5487.67,2,0.015748031496062992,0.22,2020,5,2020-05
2020-05-04,274,2,3,157,3840.22,1,0.006369426751592357,0.08,2020,5,2020-05
2020-05-04,275,1,3,150,4176.0,3,0.02,0.09,2020,5,2020-05
2020-05-04,276,2,1,161,8966.09,1,0.006211180124223602,0.24,2020,5,2020-05
2020-05-04,277,1,3,145,8273.7,0,0.0,0.22,2020,5,2020-05
2020-05-04,278,1,3,146,5133.36,3,0.02054794520547945,0.05,2020,5,2020-05
2020-05-04,279,1,2,156,8258.64,1,0.00641025641025641,0.19,2020,5,2020-05
2020-05-04,280,1,3,154,6726.72,2,0.012987012987012988,0.04,2020,5,2020-05
2020-05-04,281,2,3,140,2556.4,2,0.014285714285714285,0.0,2020,5,2020-05
2020-05-04,282,2,3,159,2873.13,0,0.0,0.02,2020,5,2020-05
2020-05-04,283,2,1,140,2137.8,1,0.007142857142857143,0.06,2020,5,2020-05
2020-05-04,284,1,3,154,1985.06,1,0.006493506493506494,0.1,2020,5,2020-05
2020-05-04,285,3,2,154,4741.66,1,0.006493506493506494,0.11,2020,5,2020-05
2020-05-04,286,3,3,157,2917.06,1,0.006369426751592357,0.13,2020,5,2020-05
2020-05-04,287,3,3,166,6080.58,2,0.012048192771084338,0.03,2020,5,2020-05
2020-05-04,288,3,2,133,2279.62,0,0.0,0.17,2020,5,2020-05
2020-05-11,289,1,3,146,2952.12,1,0.00684931506849315,0.13,2020,5,2020-05
2020-05-11,290,3,2,127,4829.81,2,0.015748031496062992,0.16,2020,5,2020-05
2020-05-11,291,2,3,141,6509.97,3,0.02127659574468085,0.13,2020,5,2020-05
2020-05-11,292,1,2,163,5582.75,3,0.018404907975460124,0.08,2020,5,2020-05
2020-05-11,293,1,2,148,7807.0,1,0.006756756756756757,0.22,2020,5,2020-05
2020-05-11,294,3,1,128,6423.04,0,0.0,0.23,2020,5,2020-05
2020-05-11,295,1,3,127,3742.69,4,0.031496062992125984,0.14,2020,5,2020-05
2020-05-11,296,3,1,127,1741.17,2,0.015748031496062992,0.09,2020,5,2020-05
2020-05-11,297,1,3,152,3193.52,1,0.006578947368421052,0.09,2020,5,2020-05
2020-05-11,298,3,3,127,4217.67,2,0.015748031496062992,0.18,2020,5,2020-05
2020-05-11,299,1,2,158,3299.04,1,0.006329113924050633,0.17,2020,5,2020-05
2020-05-11,300,1,3,160,2131.2,2,0.0125,0.19,2020,5,2020-05
2020-05-11,301,1,1,161,8074.15,0,0.0,0.13,2020,5,2020-05
2020-05-11,302,1,3,156,7349.16,0,0.0,0.04,2020,5,2020-05
2020-05-11,303,3,1,168,9308.88,2,0.011904761904761904,0.19,2020,5,2020-05
2020-05-11,304,2,3,156,6074.64,0,0.0,0.16,2020,5,2020-05
2020-05-18,305,3,3,149,3508.95,1,0.006711409395973154,0.05,2020,5,2020-05
2020-05-18,306,3,3,140,4373.6,1,0.007142857142857143,0.23,2020,5,2020-05
2020-05-18,307,1,2,138,6183.78,2,0.014492753623188406,0.1,2020,5,2020-05
2020-05-18,308,1,3,156,3681.6,1,0.00641025641025641,0.17,2020,5,2020-05
2020-05-18,309,1,3,175,4590.25,1,0.005714285714285714,0.07,2020,5,2020-05
2020-05-18,310,2,2,157,6243.89,2,0.012738853503184714,0.07,2020,5,2020-05
2020-05-18,311,1,1,162,7782.48,0,0.0,0.05,2020,5,2020-05
2020-05-18,312,1,2,157,4964.34,1,0.006369426751592357,0.01,2020,5,2020-05
2020-05-18,313,2,3,140,1673.0,1,0.007142857142857143,0.17,2020,5,2020-05
2020-05-18,314,1,3,168,4411.68,6,0.03571428571428571,0.23,2020,5,2020-05
2020-05-18,315,1,1,163,3659.35,0,0.0,0.14,2020,5,2020-05
2020-05-18,316,3,2,144,7247.52,6,0.041666666666666664,0.21,2020,5,2020-05
